"","Control1","Control2","Control3","Control4","Control5","Control6","Control7","Control8","Control9","Control10","Control11","Control12","Test1","Test2","Test3","Test4","Test5","Test6","Test7","Test8","Test9","Test10","Test11","Test12"
"A20",8.05136371235981,7.83218509945443,7.16202423449638,7.57561731837685,7.90598896725314,7.58011597378525,6.9469614119992,8.18483739941965,8.28161708773117,8.64227667828558,8.40586380263642,7.91084977414673,8.05202327552041,7.9478141445586,8.1590222376868,7.52621205326307,7.57500828341979,7.8977430011747,8.66393334293672,7.54933393962745,8.51973420115011,7.63756664524691,7.73853143029197,7.5612395351729
"A21",7.73241113524571,7.79807679393662,7.56062000398865,7.60204067146931,7.75496478288577,7.34619263683637,8.02012730030764,7.52539578694512,7.56695770768311,8.06838063872223,7.93306608366998,7.68594583089111,7.62009674058357,7.63256591885655,8.00246041028982,8.11557291907293,8.30852455868956,7.28062306737949,7.31845104872141,7.31212874992269,7.56001854963973,7.81634064806355,7.94620991623192,8.2702754503356
"A22",7.12659758568741,6.85830833197089,7.86169397761083,6.77517377315968,6.22892074634918,7.82305677989135,7.14312407334634,6.6375543608588,6.43240876392408,6.85260399323957,7.05615804638306,7.00305728775221,6.61222575937872,7.06537609350574,7.11598861227566,7.14634312947824,7.58001014787355,7.57905881786254,6.79434866798372,6.44762039130425,6.4966407248966,7.35140077141556,6.7091010419524,8.01768900665136
"A23",5.51936218066347,4.61718350767734,5.18230731416766,5.5252083843855,5.39215279237157,5.61709757845347,4.83983833175526,5.68826773792154,5.38534240217108,5.55171984994737,4.27597680148905,6.09061801520823,4.34213318689587,4.99165933970783,4.68824027261886,4.44871917336593,5.23860194284905,5.66179043858628,5.27018471972667,4.97638095780025,4.86723362611024,4.78440064544524,5.31735593786604,5.56822780176809
"A24",11.0709688812682,11.0202020871433,10.6305949672579,9.72207506585501,9.89632785601732,10.6998770222046,10.4572340161134,10.6091611672759,10.458491187407,10.29627116526,9.92966312115897,11.0387465988353,10.6161060832803,10.883658325505,10.8684513147601,10.3834520601251,9.60741381579941,11.061904990886,10.3697266872439,11.4302263576725,10.2080951687588,10.1279004880484,10.6530952043259,9.83185305467766
"A25",10.1542342139522,9.57147225235992,10.3623223035507,9.38286546502657,9.71003593728467,10.0205816942538,10.4662067224828,10.1143430793136,9.56153169593552,9.49857150450739,9.6680772194935,9.49593930490509,10.5674966854783,9.52041108550015,9.84158481059301,10.6307561521276,9.40639135939935,9.35985887270765,10.7207427389197,9.51249853141703,10.5566611859005,9.82436142280503,10.4818358553174,9.23777142603338
"A26",7.37884754067771,8.55197752758749,7.7225649421852,7.4131166662921,6.95594068574235,7.68040173800082,7.6481809252277,6.65789809360412,8.1712121914213,7.62735580481982,7.56179465066888,7.37455410336178,8.07879901626976,7.95043485837531,7.10616626333102,7.89129902060233,7.73564215292896,7.33134165205102,8.12510997586743,7.63675518786037,8.06335107824111,7.10359891384133,7.4970921744095,7.1936451342606
"A27",11.3606805685807,11.1430889218792,10.8036759938883,10.2902902747768,10.7404525924687,11.1130973038371,11.6017757253292,11.0969485986997,11.4595929889791,10.7119947648026,10.7089134145117,10.6745863029068,10.4185365079081,10.7796344317134,11.039658408122,10.2319849894305,9.98134184657522,10.2864940939244,10.875774802579,10.7393204551768,10.283778497917,10.4608866306153,10.0716660680831,10.6436961588674
"A28",9.04790873105301,8.73744055365343,8.86620920431019,9.52540805283914,9.18350119706951,8.72150721128082,8.90390598224501,8.65802444971281,8.59538712302148,8.33478419624557,8.94173855607695,9.08519622010596,9.1419619941956,8.29886119828461,9.00408663881029,8.87392513074224,8.39435894420662,7.98141279017004,8.83799495888528,9.60834293013897,8.39513656377097,8.15024951419627,9.31162703646199,9.42097429193635
"A29",9.83643078446484,10.1220343171234,8.37827396788495,9.30637168255492,8.19076337689096,9.79632892305409,8.77049724445638,9.53698852003173,9.84319328665932,10.1193293373272,9.13904579939654,9.28240946971988,10.0430223073739,8.27412543180569,8.67844059377067,9.00754356158284,9.35475572547101,9.2192114270345,9.33420876950238,9.1734124374472,9.31467658655099,9.70705584840732,9.35788125954112,9.57499388290831
"A30",5.62862187177668,5.27040400663957,6.57312173276673,6.63304413784992,6.00186204580608,6.64339419117397,6.7165049504967,7.00382509372921,6.57409574681265,6.29501843522559,6.28060352073425,6.46747594979092,6.43091928148434,6.10003312847248,6.10248258202232,5.47979438038148,6.26809437361625,6.55689896257636,6.07934547249952,6.33555247584215,7.11140537593524,5.97418544473608,6.0149966852318,5.80124617050299
"A31",5.67914088442384,6.11753909614829,5.84501589760504,6.01323618007318,5.84250027972282,5.77376975983346,5.78023927042443,5.83380516327187,6.91987775689392,5.54035760292718,5.25723206867343,5.94339982884884,4.97642527725365,5.42875179981441,4.03877407575531,5.36419221828342,5.89851302221279,5.45081221388782,4.38197080991463,4.11036292429807,6.05449979805152,4.56026389806236,5.33749899766578,4.30117917799683
"A32",10.6530366633609,10.3228163279167,10.5829692067908,10.3391064596942,10.8412451732416,10.3316751073187,10.9724130822078,10.6665691125677,10.7551886905353,10.8143262511875,10.9762070617293,10.6118455719681,10.9007757777451,11.4158341363966,10.0591924661247,10.5407959337078,10.4224619421737,10.5508056947974,11.5053148150768,10.6800464258255,10.218028125737,10.4901827343904,11.5730145922093,10.8207159326319
"A33",6.18853072883907,6.47796354307313,6.21311120419,5.92313284687843,5.6760228757766,6.28279233779359,6.5655738400042,5.94578592599584,6.07861404211275,5.35707623141554,6.2755932544216,5.68095071145751,5.53322236182002,5.65792306511655,5.7334129019561,5.32800258511251,6.08499734216025,5.46676562069153,6.46095034557944,5.75908226541391,6.07330463014926,5.75344570773552,5.77857530952657,5.66632530561492
"A34",8.04409491551283,8.30036184192117,8.3922422213657,8.88814646378801,9.81629527550117,8.46089707779166,9.02599940611231,8.33948454630067,9.56587440486167,8.82667598876183,8.99778893090568,8.97753421496619,8.89517420520176,8.96870242174629,9.33251216119025,8.40126613686153,8.81830390818444,8.25324232464483,8.21554390250334,8.06777279228893,9.16029327212046,9.55623278435687,8.86957887364695,8.43410211865538
"A35",9.64875276128866,10.0395571037954,9.82718554686817,9.53673536987105,9.56546848869417,10.7437257287868,10.5012800736525,10.108352292556,10.1959575495337,10.9975284356136,9.75301277591663,9.01781385825661,10.2890078583643,9.9278802070644,10.1584574562321,10.8477555294418,10.282664177479,10.2497157916786,9.8371751194722,10.2114943157696,10.1221521869399,10.6261372984376,10.8503644227011,10.3960027049907
"A36",15.4821164936875,14.7047602573585,15.8721179744293,15.4451631240747,16.0330889044733,15.6667015681809,15.3204095188659,14.6728025482582,14.9980218374962,15.1508616950537,15.4591281064941,15.0735568423257,14.8539134582144,15.2455028702973,15.7582246573457,15.1674921775954,15.817253951121,15.3033765014837,14.5007405326657,15.0614623322025,15.6366584485764,15.509223957406,15.5704857414445,15.4503742806976
"A37",10.254240218984,10.3631598347294,10.1143926776323,9.95089850439475,10.116898597666,9.91903442601745,10.3181933758244,10.5219215390716,10.147667052706,10.3366704309535,9.79064473405721,10.5138030014091,9.59341745097194,9.0231771595664,9.69229455001564,9.74537702684429,10.5855251237805,9.34442492793137,10.1689906918356,10.4326215394476,9.93694948225207,10.4196053672323,9.8905987874744,10.836964757273
"A38",9.73286822211867,9.42168586267786,9.75639040343843,10.3171194849848,9.85999914137517,9.46278351327857,9.96814620804934,9.65501475537407,9.83530533261639,9.94113882952641,10.3955836015335,9.55560088113772,10.4754688861429,9.98359726217946,10.3841654684082,9.72361446671586,9.96059725480278,10.7746364039051,9.21154122889267,10.337639258713,10.2575576541127,10.3220237716418,10.1073572416055,10.2120376387416
"A39",8.83876527688833,9.17310145001327,8.45509564488783,9.07511216105567,8.57098930429634,8.66701505791417,7.95111312410244,9.07751676623859,8.93836388696739,8.85930694264727,9.24178205114307,8.56891440879894,8.35519467073785,9.56309666119805,8.6555563710817,9.11918884329699,8.91079495331061,8.417536669381,9.00588002089064,9.14561738214048,8.38709215013701,8.87901966131986,9.10970797604688,9.46186661799919
"A40",8.3492879656923,7.8201262002414,7.85769853560826,6.6512656857271,7.35967189380181,6.68391327295591,6.40728185047887,6.82038576519136,8.02042655658492,7.48560295204823,7.58559467255928,7.66433807705283,7.3175728805622,8.11894270636869,7.2189541906182,7.79063067481338,6.61175088632129,6.61371324080503,6.93583675131346,7.55342846914101,7.96579207564668,7.14117794965922,7.20883101625026,7.60048989473562
"B1",9.16017837748157,9.11539515408159,9.18488174147088,9.31166005840653,8.85046231523154,8.22313423605885,8.51496952396231,8.95847775232579,8.71042430767233,9.10771761640776,8.96509436675435,8.78621112620904,8.44044357964539,9.36545217822596,8.91252821423733,9.33098500683601,9.36946175240719,9.15255656049789,9.91590713135332,9.49928648686355,9.29683739315538,9.92948201941045,8.73680210396096,8.68567301423143
"B2",8.44713753288165,8.91988033717725,9.16443034796122,9.07014334300885,9.05175006088982,9.48126300644351,8.75303972471285,9.55942699240745,8.54479496830161,9.18309932051665,8.38386615715038,8.21622954070869,8.7859154108765,9.04280516937124,10.1975908897731,9.86027473502506,9.2734890380056,9.39054500342339,9.56258579750846,8.92317392498509,9.08680303564233,9.00879585356358,9.2345757496806,8.4782977950996
"B3",10.3155091317696,10.9123077371144,10.8523413053276,9.57402273005644,9.80507338551066,10.8624425995008,10.9310584941754,10.4014447769154,10.733619376535,10.2474216666998,10.2231154737275,9.86008936765527,10.6452542828957,9.90827401111736,10.7930447371152,9.54062390264824,9.94267325560018,10.7326704846632,10.5433142448039,10.565964058691,10.4350069757981,10.4015404003681,10.2768288523423,10.7846275086131
"B4",11.802554572164,11.922113194034,11.3412722348803,11.7058660530775,12.4707639405956,11.9370249006668,11.6637211899063,12.3483890192285,11.6331687678416,12.0266348269726,12.604860207516,12.0051363769298,11.9399449456561,12.0893263954258,12.3015694357211,12.2858129258346,11.8292537271489,11.6282482078148,11.875164758198,11.9189636236004,12.6432430549035,11.9780824868828,11.988428682202,12.0259372256255
"B5",4.71572830084581,5.50722303195331,5.33007255477418,5.48792474915027,4.52682875311202,4.8969712547295,5.46946360590693,4.99104531835948,5.45910775018908,5.76391483696543,3.90780240261582,5.14818428723843,4.91366427851636,5.15732028639213,4.95841435952572,4.92047977853238,4.81907642493826,4.56741215196847,5.29517895938827,4.35483065154387,5.65396739188613,4.07662749664403,4.49041631717591,5.13200418825894
"B6",5.72099442038741,5.36089101789246,5.58164536568583,6.36805886090035,5.35492491952094,5.09860313428463,5.56891075893568,5.16797398329235,5.16253484060401,5.14262058120916,5.50847494205707,5.31907257312228,4.82264834731606,5.35221468098903,5.34038377990754,5.02556000235106,4.6417511431038,4.9805082549519,5.34421759659578,5.47616020583992,5.79924000122664,5.01896475742434,5.3508290895624,5.39704105412492
"B7",7.69467222303592,7.35029766990629,7.62223880899414,6.82919699550161,7.69913301770899,6.93852560255256,6.9087267543893,6.95113640814829,6.37691956303883,7.24996054376569,7.68442266624905,7.25797657929975,7.0472801488315,6.99668169049774,6.94579329299216,7.17012076718183,6.4747083027655,7.02935499970535,7.95502843310177,8.23638690375346,7.39954778012816,7.60557133783694,7.27057770586915,7.54248586719674
"B8",8.38619433966273,8.98088883430208,7.6990284486574,9.00617117427356,8.56326238837788,9.22675502254319,9.12005293857263,9.23446341429068,8.43870553924659,8.89390744457898,7.96882128327429,9.15824397896743,9.4493885792363,8.63485158074984,9.25693401933171,8.87572586816965,8.70115509299325,8.18429179737377,8.8059405371897,8.64365705029705,8.76678926663315,9.71343513973446,8.9229031205807,8.18675858403194
"B9",9.7674725503444,9.8529747381747,9.15061734855759,9.40907322049597,9.59704698830942,9.89298090892978,9.28412807940991,9.8837666593103,9.81617951950244,10.0991332418631,9.68951265969122,10.2705020187479,10.386093274885,10.2370860849505,8.92423759234115,9.95785903400393,10.1559092245407,10.1777105447574,10.7736931941382,9.96731168842084,9.45541067438224,9.56126059469952,9.59904179340084,10.6948595882448
"B10",5.21685121832808,4.34912476262598,3.95392354836191,3.62187229832079,4.73868095067635,3.82538608267836,4.36361929277337,3.97631709711769,5.14609521131797,4.91172255548176,5.0266345275978,4.63443630725987,4.03474151104175,3.78802481600295,4.30281352257248,4.79667167613882,5.02872897144945,4.35076996124455,4.31219569117411,4.61240598670485,4.31603667986726,4.98210769432568,5.35807283002257,4.1699873417408
"B11",11.8559968693389,12.1482768351964,12.1226042248019,12.3763577375923,11.9313780936708,11.9755924561107,12.8611489732293,11.8789911189054,12.7063110282903,12.4621464930228,11.5830389387814,12.5117382414281,12.7465997598894,13.3123663677583,12.082084776387,12.2336298343329,12.2648538749136,11.6641684150203,12.0874299815737,11.8174566160447,12.0021363597434,12.6657002828935,12.6639970664097,12.755095502465
"B12",13.2237808836499,12.2526213001252,13.1630564234255,13.5209647402556,13.113038367656,13.8047759629699,12.5611284805028,12.8088076893968,14.1063893733751,12.3403483934969,12.686356005682,13.1711711489117,12.7543230820216,12.8043863925152,12.5683053052551,12.8390957489433,13.5422887414811,12.8175272476273,13.0824495050752,13.2975430082375,12.6336877274987,12.6697087803819,12.1419861484508,13.3178956336502
"B13",5.77774370976673,6.37294962204626,6.32814791727027,6.051595224305,6.34115191279813,5.62374002338041,6.81881946488686,6.59117992305261,7.24998228405894,5.48340554712421,5.70622514505321,5.58917368882704,6.32926358373291,6.4307327011607,6.07544400834499,6.91377057348967,6.15911118360832,5.94786182757822,6.17146852675578,5.87922761040908,6.37175576638569,6.55981094356203,6.45459039787262,6.26691888534319
"B14",5.13446055817446,5.65162450875234,5.50991862303973,5.74244293063362,5.09873074154551,5.96942343752943,5.1099204941647,5.5877367577025,4.5808825752311,5.69960833802391,5.10030442921358,5.79880318535105,5.69276173762884,5.92326732807909,5.0173816243885,5.02042759830702,5.46255856278095,5.69125806772371,5.57597016845181,5.40111280059536,5.81806962567644,5.37760911015711,5.11967026090572,4.75728370266187
"B15",5.31535100756727,5.55544171095255,5.16656246155683,5.81299812339125,5.23708057787244,5.79369622227693,6.13707586764436,4.87695692385971,4.84784482887526,5.30714936534417,4.96198146019837,5.6471371628962,6.0037372479805,5.14466161540406,5.4666569448485,5.92818383947141,5.55047470973768,5.58808306329326,5.32066581886404,5.74628592559171,5.09843058430555,5.26431522399649,5.76795023289193,5.16416577896374
"B16",8.18796311155969,8.27038331637148,8.31394831383863,7.95225216914249,7.96732520404755,7.77159126755221,8.51849225911739,8.22819037239841,7.96090306990586,8.51895768404023,8.36319464976984,8.0959416866092,8.41672269939554,8.17466302253367,8.85918464235534,9.14440294718054,7.57107594522107,8.51888662497585,8.34141193602325,8.58385496031729,7.84528265290954,9.01639728117601,8.43373630460359,9.07972408624486
"B17",10.1492035712525,8.99210391552576,10.0409022226208,9.57863282645203,10.5621056588133,10.0611738737324,9.22573976593909,9.28105087384963,10.8854784069951,9.424733086191,10.0191930431824,9.64697859532911,10.165571506162,9.07121809469043,9.84810631288081,9.23120545135121,10.4772855143146,10.4139547102995,9.37342030175013,9.36021370266377,9.28785695339262,9.79457018127752,9.45670100929147,9.92920050380398
"B18",9.14385766279282,9.19402904435156,8.64341487065415,8.89534300488408,8.7111674587599,9.52701044816399,9.21283689813816,9.16828178912261,8.16456354428812,8.992005475953,8.50442751581105,9.47733539578118,9.69659047734626,9.66421065137715,8.56464037037403,8.95457410073121,9.36100641358893,9.10658236151352,8.9370054779045,8.73642726123287,9.57379483769641,9.03464874280631,8.836156819816,8.99754375903082
"B19",8.88929560124818,8.33798158903197,8.3075004996382,8.50853035530206,8.16160972288633,8.32610984172469,8.45875354508397,8.20106571235178,8.83238836145531,8.73873382794207,9.12893538245099,8.88063830530104,8.03835410953508,8.53623621655094,9.20807748070301,8.62553567459595,8.34253777150529,8.02011925388686,9.08168810695425,8.59492100463988,8.27019063278523,8.44148395689059,9.26261826399092,9.65841590132732
"B20",6.98171958955461,6.55034468285075,6.99227855997457,6.31105410295618,6.49301043407692,6.66942313349846,6.87166524798947,6.94540825382609,7.74304394114954,7.23148254236565,6.83400816874214,7.51709053570034,6.83641839816941,7.46408842449958,7.01998627657188,6.53995375061503,7.09288994211511,7.46956143255478,6.69590440258542,7.27434905016319,6.9691862357278,6.48008463691326,7.23286005170693,6.88769790971059
"B21",5.47447166900746,5.26022712443747,5.0174222018187,5.13909620731519,5.01812389196314,4.84169040441524,5.63377673739569,5.03379151057946,5.3148147343346,5.31434935393416,5.47198019561237,5.43708682301189,5.51852887993978,5.54280400418514,5.10392618760168,4.54990289592322,5.39020014523899,5.30599839509024,5.28434725642617,5.57371261797467,4.97090797346095,5.2833746014702,4.52747783172662,5.58030636587142
"B22",7.8210564557687,7.63783100289273,7.20361190661106,7.07042463334631,6.89432153697956,7.76167927668372,7.13692402184296,7.44114523897609,6.65582066200266,8.19611594554161,7.75601655675419,7.75580945191169,7.72701121665963,7.28904862351696,7.39604049957935,8.45716471065439,8.25683386809048,8.3632674630525,7.43268747018973,7.36122971804629,6.74456086862801,7.92779528539061,7.38897237832734,7.68360061329928
"B23",10.835705760175,11.6617860533467,11.6851862537048,11.7127703775939,11.8509457496229,11.0081838828733,11.6939081994069,12.7049267331113,11.4013228785749,12.50261078016,11.5385133301391,11.0503066100139,12.53886357561,12.4116013766628,11.6337091413295,12.7324080607173,12.6595399551136,12.12420145689,13.1454260908135,12.4551059290946,13.9195320463564,13.1282709914897,12.7386257929986,12.1145341521352
"B24",4.87529727317524,5.22448651232996,6.39058744844505,5.57235208349296,5.4195745855401,5.86104243437098,4.68678162188407,6.03042180635963,6.794910358771,5.26879968295034,5.41516317715184,5.61157583377423,5.68458831152934,4.76419518088123,4.85335464045409,5.69974956549662,5.45794811056777,5.79955314018653,5.30767496056734,5.19769564720008,5.31403656264882,5.44660315592323,5.24378348574216,5.5896471455525
"B25",9.23657052074474,8.88551710509511,9.43108551081133,7.64591680134097,8.61015421352524,9.77813645892774,8.70447511031282,8.43509480280017,8.50036208840661,8.48608576619533,9.20000036104205,9.06718286421703,7.16273932384396,7.59100690696688,7.85037365039062,8.27241210237528,6.97159331738777,7.67252153616692,7.35991787088692,8.33669803906407,7.65206166295693,7.93750690851206,8.28327992391365,7.22565637274092
"B26",6.24747845655397,6.24613409215768,6.20592467409735,6.46482649131625,6.502104763081,6.59244964883164,6.35094289703837,5.93381907602238,6.57061052120024,6.12149644205303,6.91120648176695,6.30260064744949,5.98628475164694,6.17209928522849,6.7332696136596,7.693359949894,5.57766726589166,6.53327048422217,6.42654083560226,5.96971389192151,6.75848416187474,6.09977469937728,6.19328908657257,6.30101368129715
"B27",9.12883129559418,8.94889725900886,8.87269157988392,8.74310070487605,8.92814023672609,9.08088639039959,9.56949802569863,9.3687369746145,9.11468759954814,9.27999941198971,8.6956883047819,8.84845826041001,9.04406373649034,9.04965619110009,9.73638868703951,8.69889550782427,8.28436951138425,8.27530840920688,9.36005931100199,7.85620759602347,8.82121349025661,9.25748555567317,8.0082868153172,10.083812405401
"B28",7.23142149482328,7.88722878022469,7.55554620055627,7.14650801400926,6.12060445616276,6.82319204890083,6.6515015613122,7.74802797038766,7.45757978566177,7.18894026636453,6.44725340156223,6.39448319459824,7.1235138359045,6.63753741272921,6.34648963386756,6.62323563756449,7.47356641319173,6.51367102416011,7.49902615591376,6.82255451082857,7.11786715678908,7.00857053414973,6.76824346423032,7.39976491268724
"B29",4.36886981258495,4.84610452542215,5.03294381015022,5.84654295314715,4.49387572007597,5.37876125477326,4.29483746414515,4.8221367204627,4.19331411193291,4.59087598453654,5.03433828930222,5.12155452142031,4.7875705026275,4.94742950674881,4.5685890076021,5.42472285292128,5.10547588594361,4.90650243992094,5.09895853155624,4.83375789240525,5.45628396225953,4.88950016734708,4.83818471828706,5.12702032064028
"B30",10.5051090463707,10.588340274424,11.1073986752448,10.6601352886136,10.5627664405463,10.554787318086,11.2203444139648,10.199723334073,10.0280970035546,10.7286937444518,10.5186177792035,11.3042876143083,10.1100632177305,10.574275990594,10.3029492575143,10.2952567776698,11.6160077682044,10.864317302003,10.4917185311222,10.3991150051076,11.0097410937013,10.2960514865004,9.97203877397145,11.0506141822689
