"","Control1","Control2","Control3","Control4","Control5","Control6","Control7","Control8","Control9","Control10","Control11","Control12","Test1","Test2","Test3","Test4","Test5","Test6","Test7","Test8","Test9","Test10","Test11","Test12"
"A16",7.91007116063288,7.24111030817101,6.85109974024459,7.9750532104957,6.97685563152673,7.52201059492367,7.92008866019291,7.18565656285429,7.88451701912222,7.13928627089406,7.1501066612527,7.88301484230757,8.15980725778201,7.73906121042745,7.13995493982211,7.33360468330127,7.82219204544182,7.84719318667781,8.16198864830137,7.89754390427984,7.80236552449037,7.6041156004349,7.42681071631132,8.01373974301515
"A17",8.89232855736058,7.98743351056004,8.47246594232824,8.25083669742872,8.22439924219392,8.27471853018437,7.96494051338219,7.78430722261443,8.34470265134422,8.54597378700589,8.60933584863858,8.33737253173375,8.57364083738053,7.93243723711056,8.96741048504646,8.00110512260101,8.44333055351645,8.7662244430767,8.36925599957206,7.95002001504918,9.10890526751775,8.76725186076505,7.64015314973913,7.87682945622687
"A18",6.78188582848391,6.31698607133791,6.80233773045261,6.55421238165744,6.99731035222611,6.7899576674839,6.29134738998107,6.07957463833016,6.23469891517084,6.39000522101116,5.3306192547701,6.58942105843947,5.94447361467927,6.68252858822185,6.36260011217111,6.53182168157749,6.29431510635684,6.45243204666699,5.66066699682257,6.41101961422601,7.08855390367195,6.65523122688859,6.44743111682609,6.61285016527609
"A19",5.8317251908248,5.18915897727773,5.73151590080594,5.18190261306551,6.03987322910962,6.02548163215713,5.77343716921216,4.53976269322438,5.87716981608715,5.95042192547146,5.30351102618895,5.71608043606114,5.62994270171222,5.41348916816772,5.30046056122691,5.57247416805912,6.78438609568623,4.70951533662,5.81468296858058,5.76243992886765,6.17478794896837,5.6005049688338,5.75701737820308,5.29300877842431
"A20",6.51054985828551,7.15172222211622,8.35012072154262,7.96980214614246,8.06348555254405,7.00510371662382,7.43675022237186,7.30343413914495,7.46331046054572,7.25393433731334,7.87392592365515,8.01363828603823,7.23860781273891,8.48005555867254,7.97680136998027,7.82833006464667,7.11497576312441,7.41764800887691,7.51248311014676,8.04665092667802,7.55778769675715,7.41685855929626,7.30137760472278,8.25788491576379
"A21",7.68453656331921,8.03641875545816,7.89127083222261,7.67657085502926,7.84021152301091,7.49190227318811,6.88785863618765,7.10085814292667,8.80153323371205,7.38217609154294,7.61392571803523,7.96312214904134,7.80298221401891,7.83388208109813,8.12175968284009,7.81626873305701,7.06891190278971,8.10380647167702,7.64832911164959,7.72455308482863,7.335579431306,7.80419422209336,7.65658379554281,7.88625180991183
"A22",7.42243233197414,6.49212684876021,6.77642868081751,6.59309188617853,6.88773892521006,6.73495081992565,7.48146142179045,7.72202959883158,6.95825419762813,6.55994830019689,7.26026032836461,6.77550414456291,5.88267645244452,7.47563754719314,6.40671282078245,6.98975213134379,7.08003784416929,6.33676449609766,6.14889062169191,5.30841944821934,5.4851918363362,6.42042370704855,6.25133890199518,6.59340248124283
"A23",5.07084998958416,4.14826783880853,4.58247994234566,4.57828560894077,4.64052702774934,4.97675081180316,4.27063117546505,4.80095832842871,4.80456082689085,5.87367202112415,5.59302349949687,5.03110093337242,4.98502474769301,5.43771413646521,5.15006885790877,5.6324262648079,4.38741714990039,5.0153915632541,4.28710952217193,4.49210386556338,5.31422291780485,4.71492111114016,4.09756192847147,5.58058150073871
"A24",10.8222146319943,10.3960829278669,10.5879502560034,10.5661340852753,10.6144320976057,10.3638463203554,10.5350773527323,10.5847584055566,10.7775704972867,10.5077135632532,10.5893208068664,10.622555440554,11.7736140757783,10.7547893203531,10.82808516689,10.1109487972515,10.5191418367365,11.2150315342845,10.2254332446302,9.95933353873866,11.0796047192339,11.3329321070961,10.5612155341528,10.1786586098725
"A25",10.1212425794179,10.9477718745748,9.24057213573523,10.0515716465191,9.79476455373096,9.96246360155477,9.29671497089796,9.56699900306286,10.6766809036758,9.71128096818456,9.07730442426849,9.22241371580743,9.14474793167243,10.2181302079405,10.3742708813036,8.99730592813311,10.5755828222932,10.0795044595782,9.82152534346347,10.5437886143403,9.94894854651702,9.77479615277852,10.3847532007613,9.5524018035518
"A26",7.4026342997181,7.94437953071672,7.200730947486,7.48015070718596,6.91061176103511,7.53890531547158,8.07771278452225,8.06963565589832,7.40473224847915,7.44534372758329,7.04083663698936,7.5633216378073,7.63349459765543,8.49594800397658,7.88925055677349,7.24963934018707,7.01846090134862,7.38237123291735,7.89911412985915,7.30525006915384,7.63124839298612,8.46708971468824,7.5980120108164,8.72061476589598
"A27",11.3732993372526,11.0914093958287,10.7080889686038,10.393298754601,10.9582747412389,10.1607445938425,10.7494548099311,10.6108204312993,11.1028941824531,10.4648859161626,10.5840946721575,10.6722487788574,10.9947578004011,10.8682493039872,10.5059045578357,10.2569528895749,10.5018498280518,10.8010953786705,10.5739104302542,10.0334300221578,10.4198629621167,10.2920793308391,10.9551165603031,10.7377248105765
"A28",8.32356173124205,8.5534154697503,8.44183301594385,8.86208181870563,8.25064074500041,8.31560634411946,8.4046661997121,8.49371388336418,8.97925195814858,8.57385863051167,8.51541061695872,8.50609148839384,8.05037158559634,8.94442201719006,8.79594514239852,8.84869947245872,8.77118298859565,8.64764821771532,8.06088825207884,9.62441763258669,8.83265030655679,8.94997285183186,9.16771426126135,8.74331640733938
"A29",9.19372136499748,8.27616684462533,8.75771838265652,9.61183873475162,8.47526595550541,9.21994924966823,8.84985418780335,9.25309215761969,9.20005115307274,8.95191606303693,9.19781552960374,9.39536863018133,9.80623212666017,9.31671411995906,9.26667643683473,9.65813022719794,9.19864118743611,9.62339961970677,8.81556453806581,9.4866733273212,8.3407573534389,9.15503653614606,9.50253088187015,9.49922900911956
"A30",6.35425452815596,7.15128185878159,5.87721877572548,6.35147145832423,6.60169654212261,6.45749232576093,5.70417412861036,6.59084514535481,5.94566028046051,6.11869870667387,6.51997388826443,5.95518157306845,6.82910167567051,7.08882113973269,6.44294944016904,6.61541598165045,6.36630656105607,5.82652792816181,5.22459447125761,6.17356109548633,6.40906739847318,6.43993216960869,6.34304631433865,6.67096495083196
"A31",5.21626976507097,4.87301276097913,5.3686926552198,5.65269578749223,6.60604085016796,5.54637816115881,5.6705003807722,6.1920717618882,5.70745630442343,6.62659327669297,6.12199628252604,5.31713922230478,5.97999757885328,6.27909773434309,5.31637033485219,6.14156529957751,6.06536706785691,6.09594715961818,5.41601812543806,6.11970981396222,5.98150160431736,5.34501439633008,5.35088251601738,5.56971274155908
"A32",11.3443190570593,10.2585810459042,10.7222700899194,11.3223348388862,10.8583872466763,10.9647374431556,10.425609961106,10.9018853787459,11.1273205402492,10.8994897253704,11.1119234117249,10.714457392584,10.1112617427743,10.8573904812996,10.5978134741163,10.300990876905,10.9356349536583,11.1352702526085,10.3091624441084,9.84573473845917,10.2942557570878,11.2681350436,10.2480283781077,10.3981404473302
"A33",6.63831461502949,5.82568388794191,5.37429264980702,6.52074304738412,6.24850290894313,5.53875883700231,6.02698350971428,5.78681635741422,5.69160059371343,5.22101030949989,6.2583674876765,6.13995454048719,5.79084754401643,6.35684510399137,5.87410874836223,5.61655631681592,5.54705027351501,5.43173382590882,5.27576541081445,6.19507682145209,5.83373742498058,5.91560093471846,6.25943718101893,5.43007124072123
"A34",8.73719976715021,8.18776059209293,9.03248608230243,8.67336729713998,8.88633985328279,8.32662938888575,8.56883999450044,8.5397041952001,8.66990671068064,8.47820324068996,8.74007523792508,8.56329810027289,9.18298592718909,8.59700565725347,8.77013267044374,9.34842430225341,8.17521704317021,8.17917904486863,9.58125018224478,8.86988655448887,8.40897280486939,8.22515884504121,8.07051093714479,9.06182562906171
"A35",9.52461024639667,9.89774531905063,11.1058310135121,9.58903593266248,9.85966988333996,10.7400078342994,10.5103872039242,11.0042889229227,10.7866309907892,9.79910683110964,9.71974151791073,10.319256611858,10.5206854404423,9.42792146324885,9.9284326052113,10.1368542857552,10.4666709828073,9.65002971356412,10.401937654249,10.2458706528758,10.0179361796278,9.57341446450473,8.70366233565293,10.3425811299759
"A36",14.8395839595845,15.5842535495356,14.8014140438864,15.3844746680109,15.3528020211001,14.927018533911,15.1704475431293,15.3378951065239,15.3097141368307,15.9600954853833,14.4981316271258,15.4316212587795,15.5706314619891,16.0064523824141,14.6909229917445,15.6907673822767,15.5617573109037,15.9923237571393,14.6055886042877,15.0054977856437,15.3355952293548,15.0955641689494,15.0545545011154,15.1508550115681
"A37",10.0902553384893,10.4633851353908,10.0868278138509,10.1506269407183,10.103577840228,10.6244408572604,9.44257533636782,10.112877160056,10.3550953174753,9.77014334764701,10.2083732440643,9.5685588006032,10.550543496924,9.89425540711515,10.8162045920193,9.72061767546439,9.60139403475953,10.3782961931494,11.0085915651077,10.4469127628086,9.56723074371039,9.70231294019705,10.198379638258,9.26225399264803
"A38",9.87885971731476,9.79282174452758,9.60166830319458,10.1039886839434,9.44669629811362,9.84291775205605,10.2997074452316,9.21926473933769,9.72541922034311,10.3531400625195,10.3864824885239,10.6489372909084,9.94802182005344,10.7855406964324,10.6371359129945,9.78276314512085,10.1453829650549,10.6626439968433,10.5490773230487,10.2135510321704,10.170672031246,9.37523781446845,9.32447728691992,9.66597216533196
"A39",8.87295101250888,9.28228836445235,9.06827962279153,9.64157457841979,10.0439854562843,10.0296079669815,8.66888674155604,9.95080904853442,9.40575815753065,9.38553032784261,8.4646625256534,9.03299512362108,8.96907487919753,8.78017912326189,9.15867335995606,8.92541955586761,8.5821648831766,9.18495356292078,8.862486207503,9.18631172756721,8.23752072092934,8.69048572586723,9.46152622754413,8.6954792069299
"A40",8.32802944914523,7.07953408595226,8.08209369716611,6.65517798811429,7.96241396018377,8.40763666676936,7.83593594362716,7.06598367812234,7.72366396997735,6.6837340115386,7.3271251179056,8.08537736776571,8.06654896838751,7.25758779380607,7.29267258632772,7.03793617800533,7.45530085914657,7.32597173191815,8.02443661294473,8.27915348084491,7.68975177079722,7.75333660424458,7.41991247309858,7.22941710596838
"A41",8.60718876444862,8.57974936808539,8.757981044086,9.92950820297627,9.77133807339964,8.89042212016711,8.11822208524645,8.82735019742661,9.61285980946846,9.42616741875518,9.65256004987046,8.55593462231075,7.31767459409019,8.01246457241964,6.13706452510315,7.98180518437518,7.09006161599684,6.61342822008324,7.45547387659322,7.21666967048805,7.08609524651912,7.61522100992851,7.76505817243691,7.38040971542004
"A42",9.58599252104592,9.14933655203252,8.73317572555276,9.30158096617613,8.95254611131149,9.9240690698706,8.80281941202785,8.63708565450543,8.92956346273297,9.10665563252964,8.51820370462457,8.97959432883607,9.04412392433703,8.72277924246978,8.84987783269623,7.79590954905548,8.56053245519199,9.80678433442921,8.78703455578613,8.80395084482217,8.35488218273659,9.08227883597038,8.45743138981483,9.36371353242984
"A43",10.8744663413893,10.5246843296871,10.4262946934831,10.4290416259861,10.1033337675834,10.7042606385882,10.377817332585,10.4957343398203,10.3476575514428,10.944109992391,10.284583491194,10.1929832813325,10.8691757813627,9.91956777475933,10.0221839601418,10.1797473425341,10.1841514484647,9.67785654557341,10.8348107798341,10.1208130672174,11.3637359661722,10.5592163156003,10.035496806646,10.0912912015502
"A44",12.1098827439017,12.0244217793905,12.0061388724607,11.7439886227181,11.9865371372619,12.5226865983816,12.5331105515914,11.709488024421,12.2575513487618,11.5717865703865,12.1477087356293,12.7697937210006,11.6876727518761,12.6309350109833,11.9284858846173,12.1471237754882,12.7311060886534,12.4961919744529,12.8491146710009,11.4870548070152,12.0543310262306,12.4079198749881,12.6271398909316,11.5099745536968
"A45",4.98752803139868,4.54936838647898,5.46267930953482,4.50211742251694,5.61617156144817,4.98882815284449,5.52767554697818,4.51393749089695,5.13644440489823,4.1836981060482,4.63974357806154,5.52772767737343,5.0790471580151,4.45449317081371,4.88330098050837,5.27257232447011,4.83928507228844,5.00692975824661,5.24829011451006,5.84462619655255,5.57242980006884,5.42646835676527,4.95995917176628,5.99853406715145
"A46",5.4647119298584,5.16405331932651,5.11602914975763,5.49548313521637,5.39676659913506,5.98884040884697,5.43032619418943,5.17253432778444,4.85735814741966,4.93773449816021,5.15347331621335,5.18836066544107,6.07575104264693,5.5554350155858,4.93823650936707,5.43965612125796,5.75351785133697,5.79513747868514,5.22080895274566,5.09039901427895,5.5996457677661,5.26637184392207,5.32826263630451,5.95285340183451
"A47",6.7694669240235,7.00548158352068,7.3580467413988,6.97741613053293,6.59408310844556,7.25957814041275,7.50789525368215,6.83698779975262,7.58420875652478,7.21959868090262,7.21420729675549,6.85415481927462,6.46876133595797,6.38362420529993,6.91042363365803,7.01472926897352,6.92370208882559,7.40717172028261,8.24850832682968,7.15047670489877,6.81979984028421,7.58511258450227,6.99002506847429,7.38547240678472
"A48",8.44015330666385,9.13923783549988,8.12209505687376,9.13365515929432,8.63420826689529,8.03123171297234,8.99276188210801,8.99468370450491,8.18478158365674,8.92624894195051,8.29827351389717,8.44953754631879,8.57223243292629,8.86810491174206,8.30525833289064,8.09363532018405,8.71573619595241,8.66921594601625,8.78535696750503,8.87925469187451,8.49584425473418,9.31866058242437,8.97129619434678,8.80399656149849
"A49",9.61665032617126,10.1840796324455,10.0730513210982,9.94303434694303,9.81994803940856,9.5155870085174,10.2098069922873,10.0831907967394,9.74259046319554,9.50508852913552,9.5488699118799,9.93479138936751,9.15820445217449,10.2346302817462,9.74174231790691,10.2634932225232,10.5383034388359,9.61330296737508,10.4329598134983,9.42450016475726,9.98548952419918,8.91237333315095,9.62294016979677,10.0771908028143
"A50",4.72280606146309,4.72293949868513,4.77631240216199,5.05516688549591,4.48323741420742,4.51244405003021,4.50548972497224,4.23052868805731,3.71398988745775,3.81521908823609,4.79778142625671,4.62084673965394,4.71168176967174,3.69718157496007,3.9579743471428,4.45208762087044,4.17000107702398,4.2602782693385,3.38587905008351,4.36174868340641,3.95790547879729,3.92589737888084,4.83564086333426,4.14863202774333
"A51",11.7830062064156,12.4422822007795,12.4432176556048,11.8617963472877,12.0144048608765,12.82965705597,12.2107627119285,12.0121868301295,12.5559270859353,12.8428772601907,11.9280735081049,12.39388433365,12.4491451084749,12.5893683336297,12.3745773043384,12.2928274441567,12.2910364226507,12.095733640622,12.0263209033517,12.5441952818523,12.5121450925308,12.2904101064444,11.0530377837424,11.870269153313
"A52",12.7122659432111,12.4665671640007,13.054188026553,12.0665679897586,12.9500466435306,13.0784929591486,12.8948705517933,13.2726874469188,12.9599073841721,13.0181975264546,13.7815035764726,13.1343088601456,12.6190903863589,13.2898264645804,12.9657089819639,13.5169460176478,12.5133096980671,12.8851525542098,13.091653105219,12.9834667792639,12.3005550307661,12.9441704021712,13.6927708385108,12.8377878522997
"A53",6.66654967313184,7.19454256737471,6.47807623966666,6.95942853232198,6.47816850789598,5.94157802523527,5.84346876478847,5.53197618442905,6.1548420983491,6.51778068525465,6.71943316274161,7.38694400797503,6.66093309197343,6.5773339262381,6.5953262254447,5.34086457574228,5.55051699444082,6.61307331282594,6.1607866964211,6.03255530539469,6.44321535473681,5.78081172295085,6.76406830205517,6.37227296676056
"A54",5.08952520302473,4.58257156924917,5.39526021430347,5.08579988579486,5.81168044787005,5.11556426185086,5.49482605622397,4.99696558881812,5.2794030475622,4.62442666405676,4.32452692178689,5.09174055872604,5.89100446589941,6.30049449259696,6.72508849532025,6.42919160894778,6.23816634461575,6.7342580620986,6.47964593209117,6.68388118612718,7.20868964457261,6.70053007913514,5.59138976780379,6.20632524469544
"A55",5.47468564311541,4.72360708160173,5.77346056519937,5.03946224613663,5.20392241739508,4.66551010101384,5.2249870327456,6.36464264290508,5.0041564281077,5.6139945519114,5.66771465478002,5.55715074878191,5.9475349735989,6.73011210452194,7.02061555765691,7.1254176010631,7.21122990447808,6.41523343915103,5.74738468620549,7.07010788188787,7.95128242332821,6.89450226228198,6.90192085676988,6.1986987467553
"A56",8.64170106388206,8.20617092829568,8.73427040420658,8.10821521246725,8.88212252371119,7.72832376123923,8.19052719045132,8.530215060033,7.90771556552952,7.6075237700807,8.29692563568582,8.30041001838199,7.8791007508159,7.68986669069326,7.74022736845187,8.87198010088271,9.0210461380446,8.03852062623488,8.16046206073222,8.23829430351139,7.51843033281765,7.12780983010398,8.73952603549868,8.55505262864783
"A57",9.32063917332901,9.11835443358588,9.1241285901434,9.260021024142,10.3871906045176,9.1403226012153,9.74572432764439,10.1698699611315,9.72615987709099,10.0156072156517,10.6753645744362,10.1762963271075,10.3200286952309,9.83692123102492,9.99376950957238,10.8082211533666,9.23502846860932,9.98413871488388,9.90550594392879,9.8636735795424,9.89952853384564,8.99377032002547,9.68545825381294,8.91040743938901
"A58",10.2731003028711,9.26299244902406,9.58101954283014,9.14259448508959,8.63044527898365,8.33413477652499,9.17318102389377,8.29729249034833,9.38265482015604,8.18400526816953,8.65191264765586,9.45261949973871,8.60621092273688,9.55394250836425,8.43398964468492,8.59817869738752,8.29487202443625,8.90240592923967,8.76383897272798,7.37382055426525,8.24460560785575,8.76429841456132,9.08564768485965,9.35980207052414
"A59",9.24640104540903,9.01587857017327,9.13963247751821,8.99744354557041,9.51701892314082,9.72098864297134,9.061006953591,8.39185104873559,8.62901346869596,8.87515140088706,8.10309791551561,9.23075592774946,9.3240745281713,9.94954922546637,8.0128869056158,8.45969871979606,9.3313446275194,8.99296279902126,8.20796042671293,9.139932594935,8.34598457322527,9.36961620355744,9.17209136229669,8.82335291205804
"A60",6.31388802804585,6.63044908570933,7.52189986597133,6.69638539061887,5.74903570139458,6.80560067842638,7.55072967617851,7.55223460712541,6.97537240441785,6.90592848362099,6.96762261364828,6.81051448488699,7.00260224191035,7.13563178448562,7.34998814280365,6.47420622930465,6.89791723258828,7.26067139836846,6.93527358700121,5.77942842958138,6.53482066111976,7.27882648609935,7.41464554130736,6.3578126068721
"A61",4.87116628374246,4.8558695419846,5.79772414847168,6.09414268656222,4.76015767141595,4.61347576720052,5.01359672310596,4.92353038455892,5.77830499835701,5.21183859833455,5.34575672403352,4.5319591403018,5.3479135386553,5.92669835216299,5.83260916550641,5.14610524919927,5.64638322921942,5.08983132682115,4.97690304298666,5.44297202095051,4.94215939962387,4.86831936305578,4.75175953831897,5.25834842372077
"A62",7.74627379121411,6.72083021827223,8.07783943898783,7.45403709730088,7.8751772947949,7.37252549153955,7.43484529786956,7.48299655935479,7.98449252106405,7.54540470174441,7.75283666682401,7.85862163678257,7.57892775782874,7.53557428069453,7.74145270891828,7.96468360441467,8.34343989537209,7.64043759307561,6.72775740652903,7.72418818384506,7.37836441866224,7.3066614013171,7.10928528370371,7.28472190942974
"A63",11.3924092473643,11.0481418703347,12.0186503267704,11.2076692708595,11.8613374299321,10.8106079724509,12.0108521119848,11.5665594716875,11.8950357422332,11.1469471742937,11.8428291322044,11.7319538104933,11.4616859279324,11.497394360895,11.5697492485286,11.5860048497064,11.9078981802519,11.9382000346167,12.4928544876597,11.9003516701206,11.4118249670026,12.1032823675641,11.6397096414573,11.8538169493825
"A64",5.26315234632394,4.98447088516858,5.81542048967009,4.71526911585629,5.53711311134851,5.96927814067464,5.51965870905598,6.24417989924232,5.51710538393482,5.13837778177881,6.14966476242337,5.31141790956854,6.41673704634669,5.68228424478155,6.49777707497399,5.35737847470481,5.24653500677469,5.78122368602814,6.16178120475407,4.91388775369419,5.34817520830563,5.61586957838835,5.86332812646333,6.05920057898707
"A65",8.25704232021781,9.26823491988828,9.65380927816476,9.13769911181133,9.48995486857477,10.0051627712699,9.36266918347492,9.02793423639612,9.40529057222726,8.4261375598721,9.53357705286102,8.88386104709614,8.70051765441337,8.90859526887348,9.24975528605982,9.57250422390646,8.27599621413829,9.09383795831043,8.86150967360875,9.1831348624105,9.13369779626025,9.75569008665458,9.21718088672213,8.49684688611184
"A66",6.98269717167416,6.11565317475618,6.18216557771277,6.79844875040697,5.9997683881129,7.29567756914591,6.36261462285762,6.25925558811854,6.31311251003351,6.32647779673485,5.33252045996784,6.35095337184184,6.03411063902889,6.14168537347806,5.97175829857169,5.8928898477892,6.63993887704948,5.80808968093713,6.2770932286781,7.02674878004024,5.70533402767319,6.09681834181008,6.86709036128102,5.71433201609034
"A67",8.81002325880301,9.35977005966106,7.45908064828597,9.20892493885276,9.37834401932515,9.49014443779602,9.20502071460671,8.54216957084619,8.97660070944279,9.66799179408194,9.21968491046711,9.08726535729944,9.6543666554843,8.85143094372127,9.47614315911755,9.2479096653746,9.19676649349651,8.784081326964,9.60781286482269,9.18492424703782,8.82685228197325,8.30954120618709,8.84793164877026,9.10742199989715
"A68",6.39321144551638,6.76522277813321,7.54288965037544,7.31575157485986,7.04775461153941,6.46107542713246,6.64081001612641,6.29048650503703,6.8204420319654,7.52531362709584,7.16379805480334,7.4396345730118,6.87555965626843,6.36049808888292,7.81840051776836,7.01481779001703,7.06685653969216,6.76265452356638,6.74814697103009,6.93018060506609,7.31679072470169,6.75179840632759,6.26052594131284,7.14095301140474
"A69",4.6470878662443,4.85783225863002,4.77731118193925,5.22990353124584,4.61134918591667,4.50758429419944,4.88429383275461,5.04133479132006,5.32006790844808,5.45376097032334,4.36071711311407,4.86978076655589,5.29398086588924,4.76162667539131,4.91606302828865,5.46641248458847,4.9865699247656,5.28368317590379,4.45866921951776,4.62400116031497,5.09405190167246,4.89546332569389,4.71672731412331,4.87599808932039
"A70",10.8845607922197,10.6826717622799,10.6301359903681,10.9135466387778,10.6395070858441,10.2291774553669,10.4910191443414,10.8515136389165,9.97914406120553,10.5379527427768,9.85190285246752,9.98506150484532,11.1273556647534,10.3341811139977,10.4923782997387,10.2153363950184,10.3479683530061,10.9307324233846,10.7227740300139,10.3454962820784,10.5378752507609,9.67355393247696,11.2943336056539,10.7878559435008
